번호 Number,등급 Level,어휘 Vocabulary,품사 Word class,길잡이말 Guide
594,5급,보수03,명사,보수 공사
595,5급,보수적01∙ 보수적02,관형사∙ 명사,보수적 태도
596,5급,보약,명사,보약을 먹다
597,5급,보육,명사,보육 교사
598,5급,보일러,명사,보일러를 틀다
599,5급,보자기,명사,보자기에 싸다
600,5급,보증,명사,품질 보증
601,5급,보증금,명사,전세 보증금
602,5급,보편적01∙ 보편적02,관형사∙ 명사,보편적 현상
603,5급,보편화,명사,인터넷의 보편화
604,5급,보험료,명사,보험료를 내다
605,5급,복구,명사,피해 복구
606,5급,복권02,명사,복권에 당첨되다
607,5급,복원,명사,문화재 복원
608,5급,복지,명사,노후 복지
609,5급,복학,명사,휴학과 복학
610,5급,복합,명사,복합 기능
611,5급,본격적01∙ 본격적02,관형사∙ 명사,본격적 협상
612,5급,본국,명사,본국으로 돌아가다
613,5급,본론,명사,본론을 쓰다
614,5급,본명,명사,본명을 밝히다
615,5급,본문,명사,본문 내용
616,5급,본사,명사,본사로 발령이 나다
617,5급,본선,명사,본선에 진출하다
618,5급,본질적01∙ 본질적02,관형사∙ 명사,본질적 차이
619,5급,봉사자,명사,의료 봉사자
620,5급,부과,명사,세금 부과
621,5급,부담감,명사,부담감을 느끼다
622,5급,부도덕,명사,부도덕 행위
623,5급,부사,명사,부사와 동사
624,5급,부여02,명사,가치 부여
625,5급,부유층,명사,부유층 자녀
626,5급,부인02,명사,사실 부인
627,5급,부채02,명사,부채를 갚다
628,5급,부하02,명사,부하 직원
629,5급,북01,명사,북을 치다
630,5급,북극,명사,북극 지역
631,5급,북한,명사,북한 동포
632,5급,북향,명사,북향 집
633,5급,분04,명사,분을 삭이다
634,5급,분리수거,명사,쓰레기 분리수거
635,5급,불가사의,명사,
636,5급,불경기,명사,불경기를 극복하다
637,5급,불길,명사,불길에 휩싸이다
638,5급,불꽃놀이,명사,불꽃놀이를 구경하다
639,5급,불량,명사,불량 청소년
640,5급,불량품,명사,불량품을 교환하다
641,5급,불면증,명사,불면증을 겪다
642,5급,불상,명사,불상에 절하다
643,5급,불성실,명사,태도가 불성실하다
644,5급,불신,명사,불신이 생기다
645,5급,불안감,명사,불안감을 느끼다
646,5급,불우,명사,불우 이웃
647,5급,불의,명사,불의에 맞서다
648,5급,불치병,명사,불치병에 걸리다
649,5급,불쾌지수,명사,불쾌지수가 높다
650,5급,불투명,명사,불투명 유리
651,5급,붉은색,명사,색
652,5급,붓,명사,붓으로 그리다
653,5급,붕괴,명사,붕괴 위험
654,5급,붕대,명사,붕대를 감다
655,5급,브랜드,명사,유명 브랜드
656,5급,브레이크,명사,브레이크를 밟다
657,5급,블로그00,명사,블로그에 올리다
658,5급,비관,명사,비관에 빠지다
659,5급,비관적01∙ 비관적02,관형사∙ 명사,비관적 생각
660,5급,비둘기,명사,새
661,5급,비례,명사,비례 관계
662,5급,비료,명사,비료를 뿌리다
663,5급,비리,명사,비리를 저지르다
664,5급,비상금,명사,비상금을 모으다
665,5급,비상약00,명사,비상약을 준비하다
666,5급,비서,명사,비서로 일하다
667,5급,비유적01∙ 비유적02,관형사∙ 명사,비유적 표현
668,5급,비평,명사,영화 비평
669,5급,빈도,명사,빈도가 높다
